text,label,lang,id
PwC w Europie Środkowo-Wschodniej powiększy zespół ds. cyberbezpieczeństwa do 500 osób,Technology,Polish,Poland-1797
Polskie Nagrody Filmowe Orły 2018 rozdane!,Industry,Polish,Poland-1714
Zmiany w ubieganiu się o dofinansowanie z PFRON,Business & Management,Polish,Poland-1079
Gwiazdy bankowości po raz drugi nagrodzone przez  „Dziennik Gazetę Prawną” i PwC,Finance,Polish,Poland-1477
Kim jest tester oprogramowania?,Technology,Polish,Poland-773
@digital #45: Czy automatyzacja uratuje polski rynek pracy?,Technology,Polish,Poland-1024
"RODOtyka: Data Protection Impact Assessment, czyli ocena skutków dla ochrony danych",Government & Controls,Polish,Poland-714
MSSF 16: Odpis z tytułu utraty wartości,Tax & Accounting,Polish,Poland-853
Polska gospodarka z potencjałem na najszybszy wzrost w UE w perspektywie do 2050 r.,Government & Controls,Polish,Poland-1547
Europa porozumiała się w sprawie ochrony sygnalistów,Government & Controls,Polish,Poland-839
Ataki hakerskie coraz większym zagrożeniem dla biznesu,Technology,Polish,Poland-1571
Prawo budowlane 2020 - duże zmiany od września| PwC,Industry,Polish,Poland-1222
Warszawa zajmuje 3. miejsce pod względem aktywności ofert pierwotnych (IPO) w Europie w III kwartale 2017 r.,Finance,Polish,Poland-1593
Co piąty przedsiębiorca obawia się zmniejszenia przychodów i wzrostu kosztów swoich usług w wyniku nowych zasad delegowania pracowników,Business & Management,Polish,Poland-1818
Aktywność na rynku IPO w Europie w 2015 r. najwyższa od 2007 r.,Finance,Polish,Poland-1437
VAT's up? Numer 2/2016,Tax & Accounting,Polish,Poland-1267
Opodatkowanie Funduszy Inwestycyjnych Zamkniętych,Tax & Accounting,Polish,Poland-701
Kryteria oceny objęcia nierezydentów ograniczonym obowiązkiem podatkowym w Polsce,Tax & Accounting,Polish,Poland-1090
"Różne pokolenia w firmie – potencjał, który warto wykorzystać",Business & Management,Polish,Poland-1635
"Mniej IPO, ale więcej ofert wtórnych na giełdach w Europie za sprawą COVID-19",Finance,Polish,Poland-1817
Badanie Firm Rodzinnych 2016,Business & Management,Polish,Poland-1523
Rozporządzenia w sprawie szczegółowych elementów dokumentacji cen transferowych zostały opublikowane,Tax & Accounting,Polish,Poland-1104
Jednolity Plik kontrolny – rośnie liczba kontroli z użyciem JPK,Tax & Accounting,Polish,Poland-1183
Transparentność podatkowa może wspierać wizerunek firmy,Tax & Accounting,Polish,Poland-812
Biznes od nowa? Rozporządzenie UE o ochronie danych osobowych (RODO),Government & Controls,Polish,Poland-644
Miliardy dla energetyki,Industry,Polish,Poland-683
Smart compliance w przedsiębiorstwie - zgodność a cele biznesowe | PwC,Government & Controls,Polish,Poland-1241
PwC nagrodzone w rankingu Rzeczpospolitej za innowacje,Business & Management,Polish,Poland-1805
@digital #13: RODO poprawne technologicznie,Technology,Polish,Poland-991
@digital #49: “Pionierzy” cyberbezpieczeństwa,Technology,Polish,Poland-1028
Rozwiązanie analityczne IFRS 9,Tax & Accounting,Polish,Poland-1445
PwC liderem rozwiązań technologicznych w obszarze MSSF 17 według Chartis Research,Technology,Polish,Poland-1842
"Prezesi wierzą we wzrost przychodów własnych firm w 2012 r., choć negatywnie oceniają szanse na poprawę sytuacji gospodarczej na świecie",Business & Management,Polish,Poland-1308
Raportowanie zgodne z wymogami ESEF jednak obowiązkowe od początku 2021 r. | PwC Polska,Tax & Accounting,Polish,Poland-1294
PwC otworzyło w Opolu Centrum Usług Wspólnych,Business & Management,Polish,Poland-1493
Badanie rynku budowlanego “Build The Future”,Industry,Polish,Poland-896
Piractwo w sieci przyczyną milionowych strat dla polskiej gospodarki,Government & Controls,Polish,Poland-1343
PwC po raz drugi zostało partnerem merytorycznym Międzynarodowego Kongresu Firm Rodzinnych  „Nowe Horyzonty – Firmy Rodzinne wobec zmian”,Business & Management,Polish,Poland-1372
Zbliża się kolejna nowelizacja ustawy o VAT,Tax & Accounting,Polish,Poland-1056
Jak nowe opcje Salesforce Marketing Cloud pomagają zarządzać ścieżkami klienta? Komentarz ekspertów PwC.,Technology,Polish,Poland-664
PwC Legal doradcą dla Skanska TFI przy przejęciu zarządzania funduszem nieruchomości,Finance,Polish,Poland-1630
Przejście z MSR 17 na MSSF 16 w 4 krokach | PwC,Tax & Accounting,Polish,Poland-798
Finansowanie ekosystemu innowacji,Business & Management,Polish,Poland-945
Używanie auta służbowego do celów prywatnych: kwota ryczałtu zawiera paliwo i koszty eksploatacji,Tax & Accounting,Polish,Poland-1157
Ceny transferowe: wydłużenie terminu na spełnienie obowiązków dokumentacyjnych,Tax & Accounting,Polish,Poland-1126
Polskie firmy mogą rozwijać bezpośrednie inwestycje zagraniczne. Ranking perspektywicznych rynków dla polskich inwestorów,Finance,Polish,Poland-1832
@digital #14: 10 wspaniałych,Technology,Polish,Poland-992
Kancelaria PwC Legal wyróżniona w Rankingu kancelarii regulacyjnych „Polityka Insight” w obszarze ochrony danych osobowych,Government & Controls,Polish,Poland-1626
Podatek od cukru | PwC,Tax & Accounting,Polish,Poland-1211
Polski rynek mediów i rozrywki rozwija się w tempie 5%. Najszybciej rośnie segment OTT,Industry,Polish,Poland-1772
Pokolenie Y wymusza na rynku pracy zmianę zasad rekrutacji,Business & Management,Polish,Poland-1415
"MarTech, czyli technologie marketingowe w walce o cyfrowego klienta | PwC",Technology,Polish,Poland-982
Umowa o partnerstwie gospodarczym między Unią Europejską a Japonią,Government & Controls,Polish,Poland-816
Plusy i minusy systemów chmurowych | PwC,Technology,Polish,Poland-1208
PwC nagrodzone w najnowszym Rankingu Firm Doradztwa Podatkowego „Rzeczpospolitej”,Tax & Accounting,Polish,Poland-1739
Postrzeganie korupcji i nadużyć w sektorze publicznym w Polsce na niezmiennym poziomie,Government & Controls,Polish,Poland-1720
PwC w Polsce poszerza zakres usług o licencjonowane doradztwo restrukturyzacyjne,Finance,Polish,Poland-1510
Integracja rynków finansowych UE - argumenty za i przeciw,Finance,Polish,Poland-957
"Rynek ofert pierwotnych w Warszawie: słaby początek roku, ale prognozy na kolejne kwartały są obiecujące",Finance,Polish,Poland-1566
Marzenia ESG stają się rzeczywistością | PwC,Business & Management,Polish,Poland-983
NSA po raz kolejny pyta TSUE o polski VAT. Co to oznacza dla branży budowlanej?,Tax & Accounting,Polish,Poland-1282
"Konieczna jest transformacja systemu podatkowego, by zmniejszyć skutki spowolnienia gospodarczego",Tax & Accounting,Polish,Poland-1819
Raportowanie schematów podatkowych - MDR w pigułce,Tax & Accounting,Polish,Poland-1195
Jak marki powinny zmienić sposób działania w epidemii i po niej,Business & Management,Polish,Poland-963
Nowelizacja ustawy o CIT dotycząca zwolnienia z opodatkowania funduszy inwestycyjnych opublikowana w Dzienniku Ustaw,Tax & Accounting,Polish,Poland-1069
"Strategia Rozwoju Rynku Kapitałowego to krok w dobrą stronę, wyzwaniem pozostaje jej wdrożenie",Business & Management,Polish,Poland-1724
Gwiazdy Bankowości nagrodzone,Finance,Polish,Poland-1391
Domy ubóstwa – badanie warunków mieszkaniowych rodzin ubogich,Industry,Polish,Poland-1671
Obrót energią przez blockchain?,Industry,Polish,Poland-788
@digital #21: Handel mobilem stoi,Technology,Polish,Poland-999
JPK_VDEK - nowa schema do raportowania danych z deklaracji VAT i JPK,Tax & Accounting,Polish,Poland-1190
Globalni Liderzy Elektromobilności we wrześniu w Warszawie,Industry,Polish,Poland-1755
Prognoza rozwoju sektora mediów i rozrywki w Polsce i na świecie do 2020 r.,Industry,Polish,Poland-1498
Liberalizacja obrotu nieruchomościami rolnymi wchodzi w życie,Industry,Polish,Poland-851
Jak odzwierciedlić zmiany w grupie kapitałowej w jej skonsolidowanym sprawozdaniu finansowym?,Tax & Accounting,Polish,Poland-665
Transformacja modelu pracy: praca zdalna w 7 krokach | PwC,Business & Management,Polish,Poland-1221
Jednolity Plik Kontrolny – Ministerstwo Finansów zapowiada udostępnienie aplikacji do wysyłania JPK w dniu 22 sierpnia 2016 r.,Tax & Accounting,Polish,Poland-1050
Gra edukacyjna projektu Coca-Cola YEP Academy nauczy młodych kluczowych kompetencji. PwC jest partnerem digitalowym tej inicjatywy,Technology,Polish,Poland-1768
30 października Trybunał Konstytucyjny rozstrzygnie o zgodności  z Konstytucją RP nowelizacji dotyczącej  górnego limitu składek na ZUS,Finance,Polish,Poland-1158
Zepsute drzwiczki a optymalizacja podatkowa,Tax & Accounting,Polish,Poland-596
MSSF 16 w praktyce obarcza leasingobiorcę dodatkowymi obowiązkami,Tax & Accounting,Polish,Poland-780
@digital #48: Czy Google Stadia upowszechni streaming gier?,Industry,Polish,Poland-1027
Deklaracje podatkowe - obowiązek składania elektronicznie,Tax & Accounting,Polish,Poland-604
Zarządzanie kapitałem ludzkim coraz większym wyzwaniem dla firm z sektora finansowego,Business & Management,Polish,Poland-1546
Ministerstwo Finansów o wynikach weryfikacji JPK_VAT przy wykorzystaniu elektronicznego narzędzia ANALIZATOR_JPK,Tax & Accounting,Polish,Poland-1085
@digital #15: Co na pewno się stanie?,Technology,Polish,Poland-993
@digital #40: Jak budować markę wśród pokolenia on-life?,Technology,Polish,Poland-1019
PwC kolejny raz laureatem CEE M&A Awards,Finance,Polish,Poland-1729
Powstało Centrum Polintegra - platforma współpracy nauki i biznesu na rzecz rozwoju i komercjalizacji nowoczesnych technologii polimerowych i biopolimerowych,Technology,Polish,Poland-1356
Warszawski rynek nieruchomości komercyjnych najbardziej atrakcyjny w Europie Środkowo-Wschodniej,Industry,Polish,Poland-1331
WSA w Warszawie ponownie potwierdza zastosowanie ochrony interpretacyjnej także w stosunku do prawa do zwrotu VAT,Tax & Accounting,Polish,Poland-1139
Jak zmiany w PIT wpłyną na pracownicze programy akcyjne (PPA)?,Tax & Accounting,Polish,Poland-675
Jak najlepiej podejść do wdrażania zmian w istniejących systemach IT?,Technology,Polish,Poland-663
Kancelaria PwC Legal wyróżniona w rankingu Chambers FinTech 2021,Finance,Polish,Poland-1835
Prezesi firm w Polsce w porównaniu z liderami biznesu na świecie  najbardziej ostrożni w ocenie wzrostu globalnej gospodarki,Business & Management,Polish,Poland-1852
Wywiad | Dyrektorzy finansowi w nowej rzeczywistości,Business & Management,Polish,Poland-1848
Awans Polski na 8. miejsce w zestawieniu PwC Women in Work Index 2019,Business & Management,Polish,Poland-1725
Prawie 3/4 szefów polskich firm obawia się cyberataków,Technology,Polish,Poland-1365
Alert Regulacji Bankowych 2/2019,Finance,Polish,Poland-884
Alert Regulacji Bankowych 3/2019,Finance,Polish,Poland-886
"Polski rynek przesyłek kurierskich, ekspresowych i paczkowych nadal z dwucyfrowym wzrostem",Industry,Polish,Poland-1531
Klauzula przeciwko unikaniu opodatkowania,Government & Controls,Polish,Poland-679
PwC Legal doradcą Grupy Goldbeck w procesie przejęcia Comfort S.A.,Finance,Polish,Poland-1606
@digital #27: Blockchain oczami C-suite,Technology,Polish,Poland-1005
Wyborowa S.A. chce sprzedać grunty pod inwestycje rekreacyjno-sportowe nad Jeziorem Maltańskim w Poznaniu,Industry,Polish,Poland-1340
Nowatorski projekt PwC Polska wykorzystujący analizę geodanych do planowania przestrzeni miejskiej,Business & Management,Polish,Poland-1551
Jaka jest przyszłość hipermarketów w Polsce?,Industry,Polish,Poland-966
Warszawska GPW z megaofertą w dobie koronawirusa - Allegro.eu wśród największych IPO na świecie w tym roku,Finance,Polish,Poland-1824
Jak się przygotować do wdrożenia nowego systemu IT?,Technology,Polish,Poland-668
Trwa nabór do 3. edycji studiów podyplomowych FinTech. Kancelaria PwC Legal jest partnerem merytorycznym kierunku,Finance,Polish,Poland-1823
Polski zespół PwC zwycięzcą konkursu Global Innovation Challenge 2018,Business & Management,Polish,Poland-1668
Komisja Europejska – Opodatkowanie działalności cyfrowej,Government & Controls,Polish,Poland-1133
PwC Legal najbardziej innowacyjną kancelarią w Polsce  według Rankingu Kancelarii Prawniczych “Rzeczpospolitej”,Business & Management,Polish,Poland-1816
Spółki giełdowe z branż FMCG i finansowej najlepiej wynagradzają członków swoich zarządów i rad nadzorczych,Business & Management,Polish,Poland-1826
Wynagrodzenie netto w Polsce ciągle mało konkurencyjne na tle innych krajów Unii Europejskiej,Business & Management,Polish,Poland-1665
Nowe wytyczne OECD dla administracji podatkowych dotyczące definicji właściciela rzeczywistego (beneficial owner),Business & Management,Polish,Poland-1191
Scrum oczami testera oprogramowania,Technology,Polish,Poland-804
Alert Regulacji Bankowych 3/2020,Finance,Polish,Poland-887
PwC będzie wspierać Digital Innovation Hub (DIH) w ramach unijnej inicjatywy Digitalizacja Europejskiego Przemysłu,Technology,Polish,Poland-1595
Technologie zarządzania zasobami ludzkimi teraz i w przyszłości,Business & Management,Polish,Poland-724
Jak zewnętrzny doradca podatkowy może pomóc Twojej firmie? | Podatki przyszłości,Tax & Accounting,Polish,Poland-869
Wykorzystanie technologii w dobie pandemii koronawirusa,Technology,Polish,Poland-1288
Cztery kroki do dokumentacji zgodnej z RODO,Government & Controls,Polish,Poland-939
Uwaga na wiadomości e-mail zawierające phishing,Technology,Polish,Poland-1592
Nowe technologie rewolucjonizują rynek opieki zdrowotnej,Technology,Polish,Poland-1568
Alert Regulacji Bankowych 4/2019,Finance,Polish,Poland-888
"Big decisions, big data, big difference. Jak dane zmieniają świat finansów?",Technology,Polish,Poland-615
Rozwój handlu detalicznego w czasie hiperkonkurencji,Industry,Polish,Poland-1238
Wynagrodzenie netto w Polsce to średnio 71% pensji brutto,Business & Management,Polish,Poland-1567
Centrum logistyczne Europy przesuwa się z Niemiec do Polski,Industry,Polish,Poland-1424
Komunikacja marki w czasach pandemii. Czas na storydoing,Business & Management,Polish,Poland-971
@digital #25: Jak technologia 5G wkracza do miast,Technology,Polish,Poland-1003
Innowacja i współpraca: Klucz do przyszłości,Business & Management,Polish,Poland-593
Wynagrodzenia członków zarządów i rad nadzorczych rosną powoli,Business & Management,Polish,Poland-1414
Jednolity Plik Kontrolny – rośnie liczba kontroli z użyciem JPK,Tax & Accounting,Polish,Poland-1187
Nowe wymogi w zakresie dokumentacji cen transferowych,Tax & Accounting,Polish,Poland-607
Jak 2020 rok zmienił e-commerce? | PwC,Industry,Polish,Poland-958
Cyfryzacja łańcucha dostaw | PwC,Industry,Polish,Poland-928
@digital #33: Automatyzacja – 5 pytań,Technology,Polish,Poland-1011
Ekspert podatkowy wczoraj i dziś,Tax & Accounting,Polish,Poland-658
Start-upy z programu akceleracji PwC wchodzą na rynek,Business & Management,Polish,Poland-1667
Prezydent podpisał ustawę o zmianach w PIT,Tax & Accounting,Polish,Poland-1146
Eksperci PwC na Europejskim Kongresie Gospodarczym 2019,Government & Controls,Polish,Poland-1742
Biała lista podatników VAT od 1 września 2019 r.,Tax & Accounting,Polish,Poland-1188
